time,open,high,low,close,tick_volume,spread,real_volume
1761651300.0,150100.0,150150.0,150025.0,150065.0,38980.0,1.0,143673.0
1761651600.0,150065.0,150135.0,150045.0,150100.0,24420.0,1.0,91736.0
1761651900.0,150105.0,150185.0,150070.0,150110.0,38634.0,1.0,134390.0
1761652200.0,150110.0,150140.0,149935.0,149955.0,40954.0,1.0,148057.0
1761652500.0,149955.0,150105.0,149925.0,150055.0,40234.0,1.0,147268.0
1761652800.0,150050.0,150110.0,149970.0,150055.0,32257.0,1.0,112436.0
1761653100.0,150060.0,150135.0,149975.0,150050.0,35492.0,1.0,123916.0
1761653400.0,150055.0,150165.0,150050.0,150140.0,33020.0,1.0,116221.0
1761653700.0,150145.0,150230.0,150135.0,150140.0,40440.0,1.0,157352.0
1761654000.0,150145.0,150160.0,150050.0,150060.0,25534.0,1.0,95044.0
1761654300.0,150065.0,150090.0,150025.0,150050.0,17548.0,1.0,63908.0
1761654600.0,150050.0,150165.0,150030.0,150110.0,29212.0,1.0,110681.0
1761654900.0,150110.0,150160.0,150090.0,150105.0,14471.0,1.0,55804.0
1761655200.0,150105.0,150170.0,150050.0,150135.0,24181.0,1.0,96615.0
1761655500.0,150135.0,150190.0,150080.0,150105.0,22385.0,1.0,80125.0
1761655800.0,150105.0,150145.0,150080.0,150090.0,11747.0,1.0,40405.0
1761656100.0,150095.0,150160.0,150085.0,150135.0,15657.0,1.0,51834.0
1761656400.0,150135.0,150250.0,150120.0,150200.0,38602.0,1.0,130091.0
1761656700.0,150205.0,150240.0,150120.0,150175.0,28337.0,1.0,101026.0
1761657000.0,150170.0,150340.0,150155.0,150270.0,54845.0,1.0,194620.0
1761657300.0,150265.0,150300.0,150100.0,150125.0,37543.0,1.0,133690.0
1761657600.0,150120.0,150215.0,150115.0,150190.0,21281.0,1.0,77245.0
1761657900.0,150195.0,150270.0,150180.0,150240.0,19660.0,1.0,67470.0
1761658200.0,150240.0,150495.0,150225.0,150395.0,93540.0,1.0,306377.0
1761658500.0,150395.0,150420.0,150305.0,150310.0,35319.0,1.0,118266.0
1761658800.0,150310.0,150355.0,150275.0,150295.0,18840.0,1.0,63031.0
1761659100.0,150300.0,150430.0,150290.0,150390.0,32694.0,1.0,113045.0
1761659400.0,150385.0,150450.0,150370.0,150410.0,22574.0,1.0,76935.0
1761659700.0,150410.0,150460.0,150390.0,150410.0,19061.0,1.0,68450.0
1761660000.0,150410.0,150470.0,150335.0,150355.0,32331.0,1.0,113294.0
1761660300.0,150355.0,150395.0,150305.0,150320.0,21163.0,1.0,77068.0
1761660600.0,150320.0,150325.0,150230.0,150235.0,27119.0,1.0,98356.0
1761660900.0,150235.0,150300.0,150200.0,150230.0,30968.0,1.0,110289.0
1761661200.0,150225.0,150320.0,150210.0,150300.0,19336.0,1.0,69883.0
1761661500.0,150305.0,150405.0,150300.0,150385.0,28324.0,1.0,104078.0
1761661800.0,150390.0,150460.0,150375.0,150460.0,34341.0,1.0,128988.0
1761662100.0,150460.0,150525.0,150400.0,150485.0,39231.0,1.0,127824.0
1761662400.0,150480.0,150485.0,150415.0,150435.0,15827.0,1.0,47867.0
1761662700.0,150430.0,150460.0,150385.0,150400.0,16291.0,1.0,52229.0
1761663000.0,150405.0,150455.0,150370.0,150380.0,18345.0,1.0,62837.0
