time,open,high,low,close,tick_volume,spread,real_volume
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
1761762600.0,151295.0,151295.0,151295.0,151295.0,26.0,0.0,21058.0
